38.31729702009844, -76.55617670782419
38.31594832826572, -76.55657341657302
38.31546739500083, -76.55376201277696
38.31470980862425, -76.54936361414539
38.31424154692598, -76.54662761646904
38.31369801280048, -76.54342380058223
38.31331079191371, -76.54109648475954
38.31529941346197, -76.54052104837133
38.31587643291039, -76.54361305817427
38.31861642463319, -76.54538594175376
38.31862683616554, -76.55206138505936
38.31703471119464, -76.55244787859773
38.31674255749409, -76.55294546866578
38.31729702009844, -76.55617670782419
